k,MIDPOINT_H,TRAPAZOIDAL_H,SIMPSON_H
220,-0.16073344055695,-0.16073344055695,-0.16073344055695
221,-0.0395095337300717,-0.0395095337300714,-0.0395095337300716
222,0.110448848978943,0.110448848978943,0.110448848978943
223,0.177539958067521,0.177539958067521,0.177539958067521
224,0.111984004891274,0.111984004891274,0.111984004891274
225,-0.0368998851375408,-0.0368998851375406,-0.0368998851375407
226,-0.157460222021225,-0.157460222021225,-0.157460222021225
227,-0.159361597335182,-0.159361597335182,-0.159361597335182
228,-0.0414982773567941,-0.0414982773567938,-0.041498277356794
229,0.107060698861244,0.107060698861244,0.107060698861244
230,0.174160051229244,0.174160051229245,0.174160051229244
231,0.109307188577587,0.109307188577586,0.109307188577586
232,-0.038024575942126,-0.0380245759421265,-0.0380245759421261
233,-0.155831944292696,-0.155831944292696,-0.155831944292696
234,-0.154655882367353,-0.154655882367353,-0.154655882367353
235,-0.0357208756355405,-0.0357208756355406,-0.0357208756355405
236,0.109925238978844,0.109925238978844,0.109925238978844
237,0.170917298750495,0.170917298750494,0.170917298750494
238,0.100804806616543,0.100804806616543,0.100804806616543
239,-0.0462894340537848,-0.0462894340537849,-0.0462894340537848
240,-0.157178811922017,-0.157178811922017,-0.157178811922017
241,-0.146657632870809,-0.146657632870809,-0.146657632870809
242,-0.0231718678260917,-0.0231718678260915,-0.0231718678260916
243,0.117658358054463,0.117658358054463,0.117658358054463
244,0.166921771597559,0.166921771597558,0.166921771597559
245,0.0867342081256504,0.0867342081256502,0.0867342081256504
246,-0.0603639693498963,-0.0603639693498968,-0.0603639693498965
247,-0.159951473139428,-0.159951473139428,-0.159951473139428
248,-0.134707875573134,-0.134707875573135,-0.134707875573135
249,-0.00464533023912778,-0.00464533023912774,-0.00464533023912778
250,0.128489850871065,0.128489850871065,0.128489850871065
251,0.160690938295759,0.16069093829576,0.160690938295759
252,0.0670518534924432,0.0670518534924434,0.0670518534924433
253,-0.0787222411867404,-0.0787222411867407,-0.0787222411867405
254,-0.162135850658088,-0.162135850658088,-0.162135850658088
255,-0.117843174773604,-0.117843174773605,-0.117843174773604
256,0.0189588795725094,0.0189588795725094,0.0189588795725094
257,0.140266579915803,0.140266579915804,0.140266579915803
258,0.150457701455485,0.150457701455485,0.150457701455485
259,0.0417967918776945,0.0417967918776939,0.0417967918776943
260,-0.0994706381638068,-0.0994706381638068,-0.0994706381638067
261,-0.161420549520845,-0.161420549520845,-0.161420549520845
262,-0.0951726135315759,-0.0951726135315755,-0.0951726135315757
263,0.0463401265780271,0.0463401265780271,0.0463401265780271
264,0.15046781832723,0.15046781832723,0.15046781832723
265,0.134481655631646,0.134481655631646,0.134481655631646
266,0.0114497455963506,0.0114497455963504,0.0114497455963505
267,-0.120227299555092,-0.120227299555092,-0.120227299555092
268,-0.155410079780045,-0.155410079780044,-0.155410079780045
269,-0.0662505087307261,-0.0662505087307262,-0.0662505087307261
270,0.0755693008201465,0.0755693008201465,0.0755693008201465
271,0.15630923189855,0.15630923189855,0.15630923189855
272,0.111398620199162,0.111398620199162,0.111398620199162
273,-0.0227623911469816,-0.0227623911469817,-0.0227623911469816
274,-0.138118028724443,-0.138118028724442,-0.138118028724443
275,-0.141926787873436,-0.141926787873436,-0.141926787873436
276,-0.0314314581032659,-0.0314314581032658,-0.0314314581032658
277,0.103982593301854,0.103982593301854,0.103982593301854
278,0.154980595045672,0.154980595045672,0.154980595045672
279,0.0806046482130977,0.0806046482130978,0.0806046482130977
280,-0.0586644922029179,-0.0586644922029176,-0.0586644922029178
281,-0.149936116503638,-0.149936116503637,-0.149936116503638
282,-0.119404412427786,-0.119404412427785,-0.119404412427785
283,0.00783762206896152,0.00783762206896177,0.00783762206896159
284,0.128249572064347,0.128249572064348,0.128249572064348
285,0.144028231331609,0.144028231331609,0.144028231331609
286,0.0426307446017065,0.0426307446017065,0.0426307446017065
287,-0.0930949576950606,-0.0930949576950609,-0.0930949576950607
288,-0.152489185023374,-0.152489185023375,-0.152489185023374
289,-0.0873336112013856,-0.0873336112013853,-0.0873336112013855
290,0.0488594871743386,0.0488594871743384,0.0488594871743385
291,0.144655437254888,0.144655437254888,0.144655437254888
292,0.121851960324258,0.121851960324259,0.121851960324259
293,-0.000570388093573703,-0.00057038809357366,-0.000570388093573707
294,-0.12209132743053,-0.12209132743053,-0.12209132743053
295,-0.143118987942963,-0.143118987942963,-0.143118987942963
296,-0.0466781399108481,-0.0466781399108483,-0.0466781399108482
297,0.0877436604252431,0.087743660425243,0.0877436604252431
298,0.149606126436442,0.149606126436442,0.149606126436442
299,0.0882399479477533,0.0882399479477537,0.0882399479477534
300,-0.0455255324882331,-0.0455255324882329,-0.045525532488233
301,-0.141336283118264,-0.141336283118264,-0.141336283118264
302,-0.12033088199939,-0.120330881999389,-0.12033088199939
303,-0.000147986773987917,-0.000147986773988004,-0.000147986773987957
304,0.119745785829965,0.119745785829965,0.119745785829965
305,0.140315001109795,0.140315001109795,0.140315001109795
306,0.0448216393233418,0.0448216393233413,0.0448216393233416
307,-0.0874277280400648,-0.0874277280400646,-0.0874277280400648
308,-0.14685254747478,-0.14685254747478,-0.14685254747478
309,-0.0844163797844356,-0.0844163797844356,-0.0844163797844356
310,0.0477956155724742,0.0477956155724739,0.0477956155724741
311,0.139913516793638,0.139913516793638,0.139913516793638
312,0.115568020297429,0.115568020297429,0.115568020297429
313,-0.00470780525317199,-0.00470780525317185,-0.00470780525317193
314,-0.120672298896312,-0.120672298896312,-0.120672298896312
315,-0.135867421010324,-0.135867421010324,-0.135867421010324
316,-0.0379090901665071,-0.0379090901665074,-0.0379090901665072
317,0.0913071938098321,0.0913071938098317,0.091307193809832
318,0.143993133971674,0.143993133971673,0.143993133971674
319,0.076404955527607,0.0764049555276071,0.076404955527607
320,-0.054733521675398,-0.0547335216753985,-0.0547335216753981
321,-0.139737943371815,-0.139737943371815,-0.139737943371815
322,-0.107693494986551,-0.107693494986551,-0.107693494986551
323,0.0143007258573331,0.014300725857333,0.0143007258573331
324,0.12393949933886,0.12393949933886,0.12393949933886
325,0.129464832674567,0.129464832674567,0.129464832674567
326,0.0265172554524635,0.0265172554524639,0.0265172554524637
327,-0.098331795054141,-0.098331795054141,-0.098331795054141
328,-0.140314553485187,-0.140314553485186,-0.140314553485187
329,-0.0644124247181101,-0.0644124247181105,-0.0644124247181103
330,0.0653384299494452,0.0653384299494452,0.0653384299494452
331,0.139788232254828,0.139788232254828,0.139788232254828
332,0.0964929714831428,0.0964929714831426,0.0964929714831427
333,-0.0278304979944421,-0.0278304979944419,-0.0278304979944421
334,-0.128347289778055,-0.128347289778055,-0.128347289778055
335,-0.120478185536256,-0.120478185536257,-0.120478185536256
336,-0.0111282274853674,-0.0111282274853675,-0.0111282274853674
337,0.107267358802522,0.107267358802522,0.107267358802522
338,0.134829062715612,0.134829062715612,0.134829062715611
339,0.0485280220790795,0.0485280220790799,0.0485280220790796
340,-0.0784840685119473,-0.0784840685119472,-0.0784840685119473
341,-0.138811597160846,-0.138811597160846,-0.138811597160846
342,-0.0816342383683369,-0.0816342383683371,-0.081634238368337
343,0.0444032414341197,0.0444032414341195,0.0444032414341196
344,0.132495106941474,0.132495106941474,0.132495106941474
345,0.108169053587412,0.108169053587412,0.108169053587412
346,-0.00769304650898497,-0.00769304650898497,-0.00769304650898496
347,-0.116692383048036,-0.116692383048036,-0.116692383048036
348,-0.126444819644988,-0.126444819644988,-0.126444819644988
349,-0.0289251361639648,-0.0289251361639646,-0.0289251361639648
350,0.0928518058202828,0.0928518058202829,0.0928518058202828
351,0.135444407331015,0.135444407331015,0.135444407331015
352,0.0628722504333843,0.0628722504333847,0.0628722504333844
353,-0.0629137663340035,-0.0629137663340037,-0.0629137663340036
354,-0.134848169055491,-0.134848169055491,-0.134848169055491
355,-0.0918812653644497,-0.0918812653644499,-0.0918812653644497
356,0.0291447838385503,0.0291447838385503,0.0291447838385503
357,0.125010850338573,0.125010850338573,0.125010850338573
358,0.114131954265922,0.114131954265922,0.114131954265922
359,0.00603728097541621,0.00603728097541594,0.00603728097541612
360,-0.106894785711052,-0.106894785711052,-0.106894785711052
361,-0.128345016778347,-0.128345016778347,-0.128345016778347
362,-0.0402344037041492,-0.0402344037041494,-0.0402344037041493
363,0.0819679202864847,0.0819679202864847,0.0819679202864847
364,0.133833120455088,0.133833120455088,0.133833120455088
365,0.0712250489404103,0.0712250489404106,0.0712250489404104
366,-0.0520765725197532,-0.0520765725197535,-0.0520765725197533
367,-0.130509497887318,-0.130509497887318,-0.130509497887318
368,-0.0970974878008407,-0.0970974878008407,-0.0970974878008407
369,0.0193034233124313,0.0193034233124314,0.0193034233124313
370,0.118857382822402,0.118857382822401,0.118857382822401
371,0.116353381406434,0.116353381406434,0.116353381406434
372,0.0141789448807556,0.0141789448807557,0.0141789448807557
373,-0.0998656934041635,-0.0998656934041633,-0.0998656934041634
374,-0.127977756498835,-0.127977756498835,-0.127977756498835
375,-0.0462494201053238,-0.0462494201053243,-0.046249420105324
376,0.074937910858039,0.0749379108580392,0.0749379108580391
377,0.131473967887566,0.131473967887565,0.131473967887565
378,0.0749663833862394,0.0749663833862399,0.0749663833862396
379,-0.045782040443851,-0.0457820404438508,-0.045782040443851
380,-0.126864512349831,-0.126864512349832,-0.126864512349831
381,-0.0986757514723089,-0.0986757514723087,-0.0986757514723088
382,0.0142898995472154,0.0142898995472154,0.0142898995472154
383,0.114660520070622,0.114660520070623,0.114660520070622
384,0.116094251131758,0.116094251131759,0.116094251131759
385,0.0175861922277152,0.017586192227715,0.0175861922277151
386,-0.095804326401173,-0.0958043264011735,-0.0958043264011731
387,-0.126365054587669,-0.126365054587669,-0.126365054587669
388,-0.0479518684737295,-0.0479518684737291,-0.0479518684737294
389,0.0715906750934026,0.0715906750934021,0.0715906750934024
390,0.129084780908591,0.129084780908591,0.129084780908591
391,0.0750778480178828,0.0750778480178825,0.0750778480178827
392,-0.0435728109803936,-0.0435728109803937,-0.0435728109803937
393,-0.124302599109004,-0.124302599109004,-0.124302599109004
394,-0.0974905203821841,-0.0974905203821851,-0.0974905203821844
395,0.0134599985658132,0.0134599985658131,0.0134599985658132
396,0.112493675716282,0.112493675716281,0.112493675716281
397,0.114042168733664,0.114042168733664,0.114042168733664
398,0.016987111705474,0.0169871117054741,0.016987111705474
399,-0.0945104357474439,-0.0945104357474438,-0.0945104357474438
400,-0.123958487031546,-0.123958487031546,-0.123958487031546
401,-0.0460573036340238,-0.046057303634024,-0.0460573036340239
402,0.0715160170998269,0.0715160170998268,0.0715160170998268
403,0.126862498750506,0.126862498750506,0.126862498750506
404,0.072180569551825,0.0721805695518255,0.0721805695518252
405,-0.0449048811890136,-0.0449048811890133,-0.0449048811890135
406,-0.122775338139751,-0.122775338139751,-0.122775338139751
407,-0.0940065471337977,-0.0940065471337982,-0.0940065471337979
408,0.0162158031019591,0.0162158031019594,0.0162158031019592
409,0.11209555080271,0.11209555080271,0.11209555080271
410,0.110466402796255,0.110466402796255,0.110466402796255
411,0.0129575755373134,0.012957575537313,0.0129575755373133
412,-0.0955595633957607,-0.0955595633957605,-0.0955595633957606
413,-0.120816085681199,-0.120816085681199,-0.120816085681199
414,-0.0410537537033208,-0.0410537537033203,-0.0410537537033206
415,0.074186733198736,0.0741867331987359,0.074186733198736
416,0.124660015110145,0.124660015110145,0.124660015110145
417,0.0666235885673827,0.0666235885673827,0.0666235885673827
418,-0.0492129031476276,-0.0492129031476273,-0.0492129031476276
419,-0.121955344643479,-0.121955344643479,-0.121955344643479
420,-0.0884000736630145,-0.0884000736630142,-0.0884000736630144
421,0.0220166565007816,0.0220166565007818,0.0220166565007817
422,0.112997919529401,0.1129979195294,0.1129979195294
423,0.105354846595211,0.105354846595211,0.105354846595211
424,0.00595750035781396,0.00595750035781463,0.00595750035781417
425,-0.0983918741213294,-0.0983918741213295,-0.0983918741213294
426,-0.116739480875646,-0.116739480875646,-0.116739480875646
427,-0.0332749763390358,-0.0332749763390356,-0.0332749763390357
428,0.0790054757083452,0.0790054757083452,0.0790054757083452
429,0.122110518968854,0.122110518968854,0.122110518968854
430,0.0585822649117964,0.0585822649117959,0.0585822649117962
431,-0.0559162961019671,-0.0559162961019663,-0.0559162961019668
432,-0.121338077893253,-0.121338077893253,-0.121338077893253
433,-0.0806702612721114,-0.0806702612721116,-0.0806702612721114
434,0.0303490776241399,0.0303490776241396,0.0303490776241398
435,0.114598665830983,0.114598665830983,0.114598665830983
436,0.0985271607864767,0.0985271607864772,0.0985271607864768
437,-0.00360976059856121,-0.00360976059856103,-0.00360976059856114
438,-0.102353556554749,-0.102353556554749,-0.102353556554749
439,-0.111379057933325,-0.111379057933325,-0.111379057933325
440,-0.0229809321221444,-0.0229809321221442,-0.0229809321221443
441,0.0853146543606607,0.0853146543606612,0.0853146543606609
442,0.118717081979,0.118717081979,0.118717081979
443,0.0481511822874788,0.0481511822874786,0.0481511822874788
444,-0.0644002299421285,-0.0644002299421284,-0.0644002299421284
445,-0.120310617944716,-0.120310617944716,-0.120310617944716
446,-0.0707362163077633,-0.0707362163077634,-0.0707362163077634
447,0.0406832094351664,0.0406832094351663,0.0406832094351664
448,0.116206837052012,0.116206837052012,0.116206837052012
449,0.0897285328188589,0.0897285328188584,0.0897285328188587
450,-0.0153348542121838,-0.0153348542121837,-0.0153348542121838
451,-0.10671737261795,-0.106717372617951,-0.10671737261795
452,-0.104318377030025,-0.104318377030025,-0.104318377030025
453,-0.0104333160608302,-0.01043331606083,-0.0104333160608302
454,0.0923935036446955,0.0923935036446961,0.0923935036446957
455,0.113923187611186,0.113923187611186,0.113923187611186
456,0.0354266184494299,0.0354266184494295,0.0354266184494298
457,-0.073991633289929,-0.073991633289929,-0.073991633289929
458,-0.118205321564334,-0.118205321564334,-0.118205321564334
459,-0.0585208077726805,-0.0585208077726808,-0.0585208077726807
460,0.0524311630935888,0.0524311630935891,0.0524311630935889
461,0.117077928997544,0.117077928997544,0.117077928997544
462,0.0787099913954701,0.0787099913954705,0.0787099913954702
463,-0.0287470620587413,-0.0287470620587418,-0.0287470620587415
464,-0.110699379595652,-0.110699379595651,-0.110699379595652
465,-0.0951470571289142,-0.0951470571289143,-0.0951470571289142
466,0.00403951352362467,0.00403951352362477,0.00403951352362469
467,0.0994571161842155,0.0994571161842158,0.0994571161842156
468,0.107175254214182,0.107175254214183,0.107175254214183
469,0.0205770019795598,0.0205770019795604,0.02057700197956
470,-0.0839422125897848,-0.0839422125897849,-0.0839422125897849
471,-0.114350034437075,-0.114350034437075,-0.114350034437075
472,-0.0440229531940153,-0.0440229531940147,-0.0440229531940151
473,0.0649162318644786,0.0649162318644795,0.0649162318644789
474,0.11645073220888,0.11645073220888,0.11645073220888
475,0.0652993085019374,0.0652993085019376,0.0652993085019375
476,-0.043272210126873,-0.0432722101268731,-0.043272210126873
477,-0.113482118948565,-0.113482118948566,-0.113482118948565
478,-0.083527644333649,-0.0835276443336494,-0.0835276443336491
479,0.0199917282881009,0.0199917282881013,0.019991728288101
480,0.10566629066132,0.10566629066132,0.10566629066132
481,0.0979833987519378,0.0979833987519373,0.0979833987519376
482,0.00389991975223603,0.00389991975223595,0.00389991975223601
483,-0.0934257234156985,-0.0934257234156993,-0.0934257234156988
484,-0.108121226055581,-0.108121226055581,-0.108121226055581
485,-0.0273784932515668,-0.0273784932515671,-0.0273784932515669
486,0.077358647822547,0.0773586478225468,0.077358647822547
487,0.113591795085584,0.113591795085584,0.113591795085584
488,0.0494636530344599,0.0494636530344603,0.04946365303446
489,-0.0582081422893262,-0.0582081422893264,-0.0582081422893263
490,-0.11424976200352,-0.114249762003521,-0.11424976200352
491,-0.0692582245036074,-0.0692582245036077,-0.0692582245036075
492,0.0368265207919817,0.0368265207919813,0.0368265207919816
493,0.110153022086134,0.110153022086134,0.110153022086134
494,0.0859824470846144,0.0859824470846143,0.0859824470846144
495,-0.0141366924498885,-0.0141366924498886,-0.0141366924498885
496,-0.101553690791189,-0.101553690791189,-0.101553690791189
497,-0.0990020631274432,-0.0990020631274429,-0.0990020631274431
498,-0.0089078013859213,-0.00890780138592151,-0.00890780138592138
499,0.0888815704166567,0.0888815704166568,0.0888815704166567
500,0.107849408218285,0.107849408218285,0.107849408218285
501,0.0313624074893087,0.0313624074893086,0.0313624074893087
502,-0.0727211159456004,-0.0727211159456002,-0.0727211159456003
503,-0.112236987590448,-0.112236987590447,-0.112236987590448
504,-0.0523292769177344,-0.0523292769177347,-0.0523292769177345
505,0.0537831155554341,0.0537831155554337,0.053783115555434
506,0.112063346461552,0.112063346461552,0.112063346461552
507,0.0709916731966317,0.0709916731966319,0.0709916731966317
508,-0.032872443784522,-0.0328724437845223,-0.0328724437845221
509,-0.107411353259808,-0.107411353259809,-0.107411353259809
510,-0.0866438713841543,-0.0866438713841542,-0.0866438713841543
511,0.0108533270365908,0.0108533270365909,0.0108533270365908
512,0.0985393027984063,0.0985393027984063,0.0985393027984063
513,0.0987155836031956,0.0987155836031955,0.0987155836031955
514,0.011386417108122,0.011386417108122,0.011386417108122
515,-0.0858655021453009,-0.0858655021453009,-0.0858655021453009
516,-0.106790206303267,-0.106790206303267,-0.106790206303267
517,-0.0329707403310475,-0.0329707403310474,-0.0329707403310475
518,0.0699472177236835,0.0699472177236839,0.0699472177236836
519,0.110616455928734,0.110616455928734,0.110616455928734
520,0.0530689841953275,0.0530689841953283,0.0530689841953278
521,-0.0514550325763044,-0.0514550325763043,-0.0514550325763043
522,-0.110113231978559,-0.110113231978559,-0.110113231978559
523,-0.0709265535950357,-0.070926553595036,-0.0709265535950358
524,0.0311437842897713,0.031143784289771,0.0311437842897712
525,0.105367809527036,0.105367809527036,0.105367809527036
526,0.0858916055218477,0.0858916055218475,0.0858916055218476
527,-0.00982132537173979,-0.0098213253717399,-0.00982132537173983
528,-0.0966277080469712,-0.0966277080469709,-0.0966277080469711
529,-0.0974369145593542,-0.0974369145593539,-0.0974369145593541
530,-0.0116836306140066,-0.0116836306140074,-0.0116836306140068
531,0.0842868020256323,0.0842868020256323,0.0842868020256323
532,0.105176295504238,0.105176295504238,0.105176295504238
533,0.0325533398858105,0.0325533398858103,0.0325533398858105
534,-0.0688664250375371,-0.0688664250375378,-0.0688664250375374
535,-0.108875193439854,-0.108875193439853,-0.108875193439853
536,-0.0520113687877647,-0.0520113687877646,-0.0520113687877646
537,0.050992367860631,0.050992367860631,0.050992367860631
538,0.10845528353307,0.10845528353307,0.10845528353307
539,0.0693503846479437,0.0693503846479439,0.0693503846479437
540,-0.031368779747109,-0.0313687797471092,-0.0313687797471091
541,-0.103993148378919,-0.103993148378918,-0.103993148378918
542,-0.0839564791913917,-0.0839564791913911,-0.0839564791913915
543,0.0107500485640253,0.0107500485640248,0.0107500485640251
544,0.0957133122315113,0.0957133122315112,0.0957133122315112
545,0.0953292732592199,0.0953292732592198,0.0953292732592199
546,0.0100882397581849,0.0100882397581848,0.0100882397581849
547,-0.0839761022592546,-0.0839761022592545,-0.0839761022592546
548,-0.10309723664067,-0.10309723664067,-0.10309723664067
549,-0.0303781776950067,-0.0303781776950073,-0.0303781776950069
550,0.0692609715076064,0.0692609715076064,0.0692609715076064
551,0.107027852708058,0.107027852708058,0.107027852708058
552,0.049387216992996,0.0493872169929958,0.0493872169929959
553,-0.0521460522508917,-0.0521460522508917,-0.0521460522508917
554,-0.107032456825922,-0.107032456825923,-0.107032456825922
555,-0.066443709328677,-0.0664437093286768,-0.066443709328677
556,0.0332848088822552,0.0332848088822555,0.0332848088822553
557,0.103165773088042,0.103165773088042,0.103165773088042
558,0.08095947790995,0.08095947790995,0.08095947790995
559,-0.0133807247679045,-0.0133807247679041,-0.0133807247679043
560,-0.0956203592715737,-0.0956203592715733,-0.0956203592715736
561,-0.0924487302199481,-0.0924487302199482,-0.0924487302199481
562,-0.00683901278828631,-0.00683901278828638,-0.00683901278828633
563,0.0847163391710689,0.0847163391710684,0.0847163391710687
564,0.100542778459616,0.100542778459616,0.100542778459616
565,0.0266498703045505,0.0266498703045508,0.0266498703045506
566,-0.0708869497509547,-0.0708869497509547,-0.0708869497509547
567,-0.105000201675385,-0.105000201675384,-0.105000201675385
568,-0.0453554471482853,-0.0453554471482857,-0.0453554471482855
569,0.0546605538850867,0.0546605538850868,0.0546605538850868
570,0.10571225581555,0.10571225581555,0.10571225581555
571,0.0623112218526762,0.0623112218526759,0.0623112218526761
572,-0.0366398649445166,-0.0366398649445161,-0.0366398649445164
573,-0.102703508987722,-0.102703508987721,-0.102703508987722
574,-0.0769458052150044,-0.0769458052150047,-0.0769458052150045
575,0.0174791953443601,0.0174791953443613,0.0174791953443605
576,0.0961278433118839,0.0961278433118837,0.0961278433118838
577,0.0887790546966265,0.0887790546966267,0.0887790546966266
578,0.00213942335794615,0.00213942335794625,0.00213942335794619
579,-0.0862601168409662,-0.0862601168409663,-0.0862601168409662
580,-0.0974365363300968,-0.0974365363300966,-0.0974365363300967
581,-0.021530395794643,-0.0215303957946428,-0.0215303957946429
